year,id,age,sex,country,trick_treating
2015,2015_01232,31,Unspecified,NA,No
2015,2015_01233,62,Unspecified,NA,No
2015,2015_01234,43,Unspecified,NA,No
2015,2015_01235,65,Unspecified,NA,No
2015,2015_01236,43,Unspecified,NA,No
2015,2015_01237,42,Unspecified,NA,No
2015,2015_01238,67,Unspecified,NA,No
2015,2015_01239,49,Unspecified,NA,No
2015,2015_01240,49,Unspecified,NA,No
2015,2015_01241,58,Unspecified,NA,No
2015,2015_01242,32,Unspecified,NA,No
2015,2015_01243,30,Unspecified,NA,No
2015,2015_01244,53,Unspecified,NA,No
2015,2015_01245,36,Unspecified,NA,No
2015,2015_01246,45,Unspecified,NA,No
2015,2015_01247,23,Unspecified,NA,No
2015,2015_01248,34,Unspecified,NA,No
2015,2015_01249,44,Unspecified,NA,No
2015,2015_01250,34,Unspecified,NA,No
2015,2015_01251,17,Unspecified,NA,No
2015,2015_01252,55,Unspecified,NA,No
2015,2015_01253,25,Unspecified,NA,No
2015,2015_01254,41,Unspecified,NA,No
2015,2015_01255,48,Unspecified,NA,No
2015,2015_01256,40,Unspecified,NA,No
2015,2015_01257,25,Unspecified,NA,No
2015,2015_01258,NA,Unspecified,NA,No
2015,2015_01259,43,Unspecified,NA,Yes
2015,2015_01260,32,Unspecified,NA,No
2015,2015_01261,13,Unspecified,NA,Yes
2015,2015_01262,47,Unspecified,NA,No
2015,2015_01263,35,Unspecified,NA,No
2015,2015_01264,33,Unspecified,NA,No
2015,2015_01265,54,Unspecified,NA,No
2015,2015_01266,54,Unspecified,NA,No
2015,2015_01267,54,Unspecified,NA,No
2015,2015_01268,NA,Unspecified,NA,No
2015,2015_01269,54,Unspecified,NA,No
2015,2015_01270,67,Unspecified,NA,No
2015,2015_01271,NA,Unspecified,NA,No
2015,2015_01272,5,Unspecified,NA,Yes
2015,2015_01273,51,Unspecified,NA,No
2015,2015_01274,43,Unspecified,NA,No
2015,2015_01275,40,Unspecified,NA,No
2015,2015_01276,43,Unspecified,NA,Yes
2015,2015_01277,38,Unspecified,NA,No
2015,2015_01278,NA,Unspecified,NA,No
2015,2015_01279,32,Unspecified,NA,No
2015,2015_01280,72,Unspecified,NA,No
2015,2015_01281,44,Unspecified,NA,No
2015,2015_01282,NA,Unspecified,NA,No
2015,2015_01283,32,Unspecified,NA,No
2015,2015_01284,53,Unspecified,NA,No
2015,2015_01285,26,Unspecified,NA,No
2015,2015_01286,NA,Unspecified,NA,No
2015,2015_01287,32,Unspecified,NA,No
2015,2015_01288,72,Unspecified,NA,No
2015,2015_01289,35,Unspecified,NA,No
2015,2015_01290,44,Unspecified,NA,No
2015,2015_01291,59,Unspecified,NA,No
2015,2015_01292,37,Unspecified,NA,No
2015,2015_01293,22,Unspecified,NA,No
2015,2015_01294,33,Unspecified,NA,No
2015,2015_01295,37,Unspecified,NA,No
2015,2015_01296,50,Unspecified,NA,No
2015,2015_01297,47,Unspecified,NA,No
2015,2015_01298,54,Unspecified,NA,No
2015,2015_01299,41,Unspecified,NA,No
2015,2015_01300,40,Unspecified,NA,No
2015,2015_01301,44,Unspecified,NA,No
2015,2015_01302,31,Unspecified,NA,No
2015,2015_01303,45,Unspecified,NA,No
2015,2015_01304,41,Unspecified,NA,No
2015,2015_01305,34,Unspecified,NA,No
2015,2015_01306,52,Unspecified,NA,No
2015,2015_01307,54,Unspecified,NA,No
2015,2015_01308,58,Unspecified,NA,No
2015,2015_01309,28,Unspecified,NA,Yes
2015,2015_01310,28,Unspecified,NA,No
2015,2015_01311,45,Unspecified,NA,No
2015,2015_01312,30,Unspecified,NA,No
2015,2015_01313,69,Unspecified,NA,No
2015,2015_01314,31,Unspecified,NA,No
2015,2015_01315,32,Unspecified,NA,No
2015,2015_01316,30,Unspecified,NA,No
2015,2015_01317,67,Unspecified,NA,No
2015,2015_01318,42,Unspecified,NA,No
2015,2015_01319,44,Unspecified,NA,No
2015,2015_01320,34,Unspecified,NA,No
2015,2015_01321,45,Unspecified,NA,Yes
2015,2015_01322,44,Unspecified,NA,Yes
2015,2015_01323,41,Unspecified,NA,No
2015,2015_01324,NA,Unspecified,NA,No
2015,2015_01325,44,Unspecified,NA,No
2015,2015_01326,37,Unspecified,NA,No
2015,2015_01327,NA,Unspecified,NA,No
2015,2015_01328,34,Unspecified,NA,No
2015,2015_01329,54,Unspecified,NA,No
2015,2015_01330,34,Unspecified,NA,No
2015,2015_01331,53,Unspecified,NA,Yes
2015,2015_01332,33,Unspecified,NA,No
2015,2015_01333,64,Unspecified,NA,No
2015,2015_01334,36,Unspecified,NA,No
2015,2015_01335,44,Unspecified,NA,No
2015,2015_01336,35,Unspecified,NA,No
2015,2015_01337,35,Unspecified,NA,Yes
2015,2015_01338,58,Unspecified,NA,No
2015,2015_01339,44,Unspecified,NA,No
2015,2015_01340,58,Unspecified,NA,No
2015,2015_01341,19,Unspecified,NA,No
2015,2015_01342,39,Unspecified,NA,No
2015,2015_01343,49,Unspecified,NA,No
2015,2015_01344,56,Unspecified,NA,No
2015,2015_01345,NA,Unspecified,NA,No
2015,2015_01346,NA,Unspecified,NA,No
2015,2015_01347,40,Unspecified,NA,No
2015,2015_01348,56,Unspecified,NA,No
2015,2015_01349,49,Unspecified,NA,Yes
2015,2015_01350,44,Unspecified,NA,No
2015,2015_01351,17,Unspecified,NA,Yes
2015,2015_01352,18,Unspecified,NA,Yes
2015,2015_01353,NA,Unspecified,NA,No
2015,2015_01354,NA,Unspecified,NA,No
2015,2015_01355,7,Unspecified,NA,No
2015,2015_01356,NA,Unspecified,NA,Yes
2015,2015_01357,34,Unspecified,NA,No
2015,2015_01358,57,Unspecified,NA,No
2015,2015_01359,39,Unspecified,NA,No
2015,2015_01360,28,Unspecified,NA,No
2015,2015_01361,44,Unspecified,NA,No
2015,2015_01362,44,Unspecified,NA,No
2015,2015_01363,23,Unspecified,NA,Yes
2015,2015_01364,27,Unspecified,NA,No
2015,2015_01365,48,Unspecified,NA,No
2015,2015_01366,43,Unspecified,NA,No
2015,2015_01367,43,Unspecified,NA,No
2015,2015_01368,26,Unspecified,NA,No
2015,2015_01369,34,Unspecified,NA,No
2015,2015_01370,44,Unspecified,NA,No
2015,2015_01371,34,Unspecified,NA,No
2015,2015_01372,27,Unspecified,NA,No
2015,2015_01373,45,Unspecified,NA,No
2015,2015_01374,35,Unspecified,NA,No
2015,2015_01375,68,Unspecified,NA,No
2015,2015_01376,38,Unspecified,NA,No
2015,2015_01377,32,Unspecified,NA,No
2015,2015_01378,33,Unspecified,NA,No
2015,2015_01379,31,Unspecified,NA,No
2015,2015_01380,47,Unspecified,NA,No
2015,2015_01381,19,Unspecified,NA,No
2015,2015_01382,43,Unspecified,NA,No
2015,2015_01383,33,Unspecified,NA,No
2015,2015_01384,54,Unspecified,NA,No
2015,2015_01385,49,Unspecified,NA,No
2015,2015_01386,45,Unspecified,NA,No
2015,2015_01387,63,Unspecified,NA,No
2015,2015_01388,45,Unspecified,NA,No
2015,2015_01389,40,Unspecified,NA,Yes
2015,2015_01390,34,Unspecified,NA,No
2015,2015_01391,35,Unspecified,NA,Yes
2015,2015_01392,35,Unspecified,NA,No
2015,2015_01393,22,Unspecified,NA,No
2015,2015_01394,46,Unspecified,NA,No
2015,2015_01395,30,Unspecified,NA,No
2015,2015_01396,11,Unspecified,NA,Yes
2015,2015_01397,33,Unspecified,NA,No
2015,2015_01398,36,Unspecified,NA,No
2015,2015_01399,34,Unspecified,NA,No
2015,2015_01400,NA,Unspecified,NA,No
2015,2015_01401,30,Unspecified,NA,No
2015,2015_01402,33,Unspecified,NA,No
2015,2015_01403,NA,Unspecified,NA,No
2015,2015_01404,56,Unspecified,NA,No
2015,2015_01405,43,Unspecified,NA,No
2015,2015_01406,67,Unspecified,NA,No
2015,2015_01407,43,Unspecified,NA,Yes
2015,2015_01408,37,Unspecified,NA,No
2015,2015_01409,49,Unspecified,NA,No
2015,2015_01410,NA,Unspecified,NA,No
2015,2015_01411,46,Unspecified,NA,No
2015,2015_01412,23,Unspecified,NA,No
2015,2015_01413,44,Unspecified,NA,No
2015,2015_01414,31,Unspecified,NA,No
2015,2015_01415,44,Unspecified,NA,No
2015,2015_01416,41,Unspecified,NA,No
2015,2015_01417,NA,Unspecified,NA,No
2015,2015_01418,67,Unspecified,NA,No
2015,2015_01419,23,Unspecified,NA,No
2015,2015_01420,39,Unspecified,NA,No
2015,2015_01421,46,Unspecified,NA,No
2015,2015_01422,39,Unspecified,NA,No
2015,2015_01423,41,Unspecified,NA,No
2015,2015_01424,47,Unspecified,NA,No
2015,2015_01425,26,Unspecified,NA,No
2015,2015_01426,NA,Unspecified,NA,No
2015,2015_01427,58,Unspecified,NA,No
2015,2015_01428,62,Unspecified,NA,No
2015,2015_01429,37,Unspecified,NA,No
2015,2015_01430,NA,Unspecified,NA,No
2015,2015_01431,25,Unspecified,NA,No
2015,2015_01432,34,Unspecified,NA,No
2015,2015_01433,36,Unspecified,NA,No
2015,2015_01434,35,Unspecified,NA,No
2015,2015_01435,NA,Unspecified,NA,No
2015,2015_01436,45,Unspecified,NA,No
2015,2015_01437,42,Unspecified,NA,No
2015,2015_01438,57,Unspecified,NA,No
2015,2015_01439,46,Unspecified,NA,No
2015,2015_01440,57,Unspecified,NA,No
2015,2015_01441,38,Unspecified,NA,No
2015,2015_01442,32,Unspecified,NA,No
2015,2015_01443,29,Unspecified,NA,No
2015,2015_01444,42,Unspecified,NA,No
2015,2015_01445,34,Unspecified,NA,No
2015,2015_01446,41,Unspecified,NA,No
2015,2015_01447,39,Unspecified,NA,No
2015,2015_01448,14,Unspecified,NA,Yes
2015,2015_01449,33,Unspecified,NA,No
2015,2015_01450,60,Unspecified,NA,No
2015,2015_01451,46,Unspecified,NA,No
2015,2015_01452,49,Unspecified,NA,No
2015,2015_01453,27,Unspecified,NA,No
2015,2015_01454,50,Unspecified,NA,No
2015,2015_01455,36,Unspecified,NA,No
2015,2015_01456,51,Unspecified,NA,No
2015,2015_01457,35,Unspecified,NA,No
2015,2015_01458,31,Unspecified,NA,No
2015,2015_01459,47,Unspecified,NA,No
2015,2015_01460,70,Unspecified,NA,No
2015,2015_01461,52,Unspecified,NA,No
2015,2015_01462,62,Unspecified,NA,No
2015,2015_01463,43,Unspecified,NA,No
2015,2015_01464,NA,Unspecified,NA,No
2015,2015_01465,54,Unspecified,NA,No
2015,2015_01466,37,Unspecified,NA,No
2015,2015_01467,41,Unspecified,NA,No
2015,2015_01468,64,Unspecified,NA,No
2015,2015_01469,31,Unspecified,NA,No
2015,2015_01470,62,Unspecified,NA,No
2015,2015_01471,NA,Unspecified,NA,No
2015,2015_01472,33,Unspecified,NA,No
2015,2015_01473,36,Unspecified,NA,No
2015,2015_01474,30,Unspecified,NA,No
2015,2015_01475,51,Unspecified,NA,No
2015,2015_01476,37,Unspecified,NA,No
2015,2015_01477,41,Unspecified,NA,No
2015,2015_01478,49,Unspecified,NA,No
2015,2015_01479,20,Unspecified,NA,Yes
2015,2015_01480,52,Unspecified,NA,No
2015,2015_01481,31,Unspecified,NA,No
2015,2015_01482,NA,Unspecified,NA,No
2015,2015_01483,44,Unspecified,NA,Yes
2015,2015_01484,16,Unspecified,NA,Yes
2015,2015_01485,14,Unspecified,NA,Yes
2015,2015_01486,35,Unspecified,NA,No
2015,2015_01487,38,Unspecified,NA,No
2015,2015_01488,14,Unspecified,NA,Yes
2015,2015_01489,NA,Unspecified,NA,No
2015,2015_01490,NA,Unspecified,NA,No
2015,2015_01491,NA,Unspecified,NA,No
2015,2015_01492,NA,Unspecified,NA,No
2015,2015_01493,NA,Unspecified,NA,No
2015,2015_01494,57,Unspecified,NA,No
2015,2015_01495,38,Unspecified,NA,No
2015,2015_01496,27,Unspecified,NA,No
2015,2015_01497,36,Unspecified,NA,No
2015,2015_01498,51,Unspecified,NA,No
2015,2015_01499,53,Unspecified,NA,No
2015,2015_01500,46,Unspecified,NA,No
2015,2015_01501,50,Unspecified,NA,No
2015,2015_01502,NA,Unspecified,NA,No
2015,2015_01503,31,Unspecified,NA,No
2015,2015_01504,14,Unspecified,NA,Yes
2015,2015_01505,26,Unspecified,NA,No
2015,2015_01506,34,Unspecified,NA,No
2015,2015_01507,24,Unspecified,NA,No
2015,2015_01508,41,Unspecified,NA,Yes
2015,2015_01509,39,Unspecified,NA,No
2015,2015_01510,38,Unspecified,NA,No
2015,2015_01511,34,Unspecified,NA,No
2015,2015_01512,34,Unspecified,NA,No
2015,2015_01513,34,Unspecified,NA,No
2015,2015_01514,41,Unspecified,NA,No
2015,2015_01515,55,Unspecified,NA,No
2015,2015_01516,47,Unspecified,NA,No
2015,2015_01517,37,Unspecified,NA,No
2015,2015_01518,23,Unspecified,NA,No
2015,2015_01519,46,Unspecified,NA,No
2015,2015_01520,29,Unspecified,NA,No
2015,2015_01521,34,Unspecified,NA,No
2015,2015_01522,35,Unspecified,NA,No
2015,2015_01523,21,Unspecified,NA,No
2015,2015_01524,43,Unspecified,NA,No
2015,2015_01525,56,Unspecified,NA,No
2015,2015_01526,33,Unspecified,NA,Yes
2015,2015_01527,37,Unspecified,NA,No
2015,2015_01528,36,Unspecified,NA,No
2015,2015_01529,NA,Unspecified,NA,No
2015,2015_01530,34,Unspecified,NA,No
2015,2015_01531,29,Unspecified,NA,No
2015,2015_01532,34,Unspecified,NA,No
2015,2015_01533,35,Unspecified,NA,No
2015,2015_01534,28,Unspecified,NA,No
2015,2015_01535,56,Unspecified,NA,No
2015,2015_01536,20,Unspecified,NA,No
2015,2015_01537,35,Unspecified,NA,No
2015,2015_01538,62,Unspecified,NA,No
2015,2015_01539,54,Unspecified,NA,No
2015,2015_01540,15,Unspecified,NA,Yes
2015,2015_01541,45,Unspecified,NA,No
2015,2015_01542,57,Unspecified,NA,No
2015,2015_01543,33,Unspecified,NA,No
2015,2015_01544,44,Unspecified,NA,No
2015,2015_01545,55,Unspecified,NA,No
2015,2015_01546,23,Unspecified,NA,No
2015,2015_01547,31,Unspecified,NA,No
2015,2015_01548,43,Unspecified,NA,No
2015,2015_01549,34,Unspecified,NA,No
2015,2015_01550,36,Unspecified,NA,No
2015,2015_01551,31,Unspecified,NA,No
2015,2015_01552,63,Unspecified,NA,No
2015,2015_01553,31,Unspecified,NA,No
2015,2015_01554,44,Unspecified,NA,No
2015,2015_01555,34,Unspecified,NA,No
2015,2015_01556,46,Unspecified,NA,No
2015,2015_01557,53,Unspecified,NA,No
2015,2015_01558,40,Unspecified,NA,Yes
2015,2015_01559,NA,Unspecified,NA,No
2015,2015_01560,32,Unspecified,NA,No
2015,2015_01561,39,Unspecified,NA,No
2015,2015_01562,77,Unspecified,NA,Yes
2015,2015_01563,52,Unspecified,NA,No
2015,2015_01564,40,Unspecified,NA,No
2015,2015_01565,74,Unspecified,NA,No
2015,2015_01566,41,Unspecified,NA,No
2015,2015_01567,52,Unspecified,NA,No
2015,2015_01568,53,Unspecified,NA,No
2015,2015_01569,30,Unspecified,NA,No
2015,2015_01570,75,Unspecified,NA,No
2015,2015_01571,NA,Unspecified,NA,No
2015,2015_01572,49,Unspecified,NA,No
2015,2015_01573,NA,Unspecified,NA,No
2015,2015_01574,NA,Unspecified,NA,No
2015,2015_01575,31,Unspecified,NA,No
2015,2015_01576,56,Unspecified,NA,No
2015,2015_01577,NA,Unspecified,NA,No
2015,2015_01578,39,Unspecified,NA,No
2015,2015_01579,41,Unspecified,NA,No
2015,2015_01580,27,Unspecified,NA,No
2015,2015_01581,46,Unspecified,NA,No
2015,2015_01582,43,Unspecified,NA,No
2015,2015_01583,NA,Unspecified,NA,Yes
2015,2015_01584,41,Unspecified,NA,No
2015,2015_01585,39,Unspecified,NA,No
2015,2015_01586,47,Unspecified,NA,No
2015,2015_01587,50,Unspecified,NA,No
2015,2015_01588,36,Unspecified,NA,Yes
2015,2015_01589,51,Unspecified,NA,No
2015,2015_01590,27,Unspecified,NA,No
2015,2015_01591,43,Unspecified,NA,No
2015,2015_01592,NA,Unspecified,NA,No
2015,2015_01593,26,Unspecified,NA,No
2015,2015_01594,46,Unspecified,NA,No
2015,2015_01595,34,Unspecified,NA,No
2015,2015_01596,32,Unspecified,NA,Yes
2015,2015_01597,55,Unspecified,NA,No
2015,2015_01598,60,Unspecified,NA,No
2015,2015_01599,69,Unspecified,NA,No
2015,2015_01600,70,Unspecified,NA,No
2015,2015_01601,39,Unspecified,NA,No
2015,2015_01602,46,Unspecified,NA,Yes
2015,2015_01603,35,Unspecified,NA,No
2015,2015_01604,37,Unspecified,NA,No
2015,2015_01605,100,Unspecified,NA,No
2015,2015_01606,30,Unspecified,NA,No
2015,2015_01607,45,Unspecified,NA,No
2015,2015_01608,54,Unspecified,NA,No
2015,2015_01609,44,Unspecified,NA,No
2015,2015_01610,30,Unspecified,NA,No
2015,2015_01611,58,Unspecified,NA,No
2015,2015_01612,42,Unspecified,NA,No
2015,2015_01613,33,Unspecified,NA,No
2015,2015_01614,9,Unspecified,NA,Yes
2015,2015_01615,61,Unspecified,NA,No
2015,2015_01616,27,Unspecified,NA,No
2015,2015_01617,43,Unspecified,NA,Yes
2015,2015_01618,38,Unspecified,NA,Yes
2015,2015_01619,60,Unspecified,NA,No
2015,2015_01620,100,Unspecified,NA,No
2015,2015_01621,40,Unspecified,NA,No
2015,2015_01622,40,Unspecified,NA,No
2015,2015_01623,46,Unspecified,NA,No
2015,2015_01624,40,Unspecified,NA,No
2015,2015_01625,45,Unspecified,NA,No
2015,2015_01626,34,Unspecified,NA,Yes
2015,2015_01627,48,Unspecified,NA,No
2015,2015_01628,46,Unspecified,NA,No
2015,2015_01629,NA,Unspecified,NA,No
2015,2015_01630,45,Unspecified,NA,Yes
2015,2015_01631,45,Unspecified,NA,Yes
2015,2015_01632,29,Unspecified,NA,No
2015,2015_01633,47,Unspecified,NA,No
2015,2015_01634,40,Unspecified,NA,No
2015,2015_01635,NA,Unspecified,NA,No
2015,2015_01636,27,Unspecified,NA,No
2015,2015_01637,34,Unspecified,NA,No
2015,2015_01638,51,Unspecified,NA,No
2015,2015_01639,46,Unspecified,NA,No
2015,2015_01640,36,Unspecified,NA,No
2015,2015_01641,35,Unspecified,NA,No
2015,2015_01642,34,Unspecified,NA,No
2015,2015_01643,44,Unspecified,NA,No
2015,2015_01644,48,Unspecified,NA,No
2015,2015_01645,36,Unspecified,NA,No
2015,2015_01646,29,Unspecified,NA,No
2015,2015_01647,NA,Unspecified,NA,No
2015,2015_01648,33,Unspecified,NA,No
2015,2015_01649,51,Unspecified,NA,No
2015,2015_01650,53,Unspecified,NA,No
2015,2015_01651,37,Unspecified,NA,No
2015,2015_01652,42,Unspecified,NA,No
2015,2015_01653,36,Unspecified,NA,Yes
2015,2015_01654,29,Unspecified,NA,No
2015,2015_01655,45,Unspecified,NA,No
2015,2015_01656,NA,Unspecified,NA,No
2015,2015_01657,49,Unspecified,NA,No
2015,2015_01658,35,Unspecified,NA,Yes
2015,2015_01659,57,Unspecified,NA,No
2015,2015_01660,28,Unspecified,NA,No
2015,2015_01661,47,Unspecified,NA,No
2015,2015_01662,29,Unspecified,NA,No
2015,2015_01663,50,Unspecified,NA,No
2015,2015_01664,53,Unspecified,NA,Yes
2015,2015_01665,25,Unspecified,NA,No
2015,2015_01666,27,Unspecified,NA,No
2015,2015_01667,41,Unspecified,NA,Yes
2015,2015_01668,47,Unspecified,NA,No
2015,2015_01669,60,Unspecified,NA,No
2015,2015_01670,33,Unspecified,NA,No
2015,2015_01671,47,Unspecified,NA,No
2015,2015_01672,31,Unspecified,NA,No
2015,2015_01673,52,Unspecified,NA,No
2015,2015_01674,33,Unspecified,NA,No
2015,2015_01675,37,Unspecified,NA,No
2015,2015_01676,54,Unspecified,NA,No
2015,2015_01677,19,Unspecified,NA,No
2015,2015_01678,18,Unspecified,NA,No
2015,2015_01679,34,Unspecified,NA,No
2015,2015_01680,32,Unspecified,NA,No
2015,2015_01681,52,Unspecified,NA,No
2015,2015_01682,41,Unspecified,NA,Yes
2015,2015_01683,44,Unspecified,NA,No
2015,2015_01684,33,Unspecified,NA,No
2015,2015_01685,38,Unspecified,NA,No
2015,2015_01686,42,Unspecified,NA,No
2015,2015_01687,37,Unspecified,NA,No
2015,2015_01688,27,Unspecified,NA,No
2015,2015_01689,44,Unspecified,NA,No
2015,2015_01690,48,Unspecified,NA,No
2015,2015_01691,50,Unspecified,NA,No
2015,2015_01692,42,Unspecified,NA,No
2015,2015_01693,52,Unspecified,NA,No
2015,2015_01694,50,Unspecified,NA,Yes
2015,2015_01695,61,Unspecified,NA,No
2015,2015_01696,38,Unspecified,NA,No
2015,2015_01697,44,Unspecified,NA,No
2015,2015_01698,19,Unspecified,NA,No
2015,2015_01699,49,Unspecified,NA,Yes
2015,2015_01700,24,Unspecified,NA,No
2015,2015_01701,46,Unspecified,NA,No
2015,2015_01702,44,Unspecified,NA,No
2015,2015_01703,38,Unspecified,NA,No
2015,2015_01704,49,Unspecified,NA,No
2015,2015_01705,47,Unspecified,NA,No
2015,2015_01706,35,Unspecified,NA,Yes
2015,2015_01707,NA,Unspecified,NA,No
2015,2015_01708,40,Unspecified,NA,No
2015,2015_01709,50,Unspecified,NA,No
2015,2015_01710,37,Unspecified,NA,No
2015,2015_01711,17,Unspecified,NA,Yes
2015,2015_01712,38,Unspecified,NA,No
2015,2015_01713,16,Unspecified,NA,No
2015,2015_01714,32,Unspecified,NA,No
2015,2015_01715,50,Unspecified,NA,No
2015,2015_01716,63,Unspecified,NA,Yes
2015,2015_01717,14,Unspecified,NA,Yes
2015,2015_01718,33,Unspecified,NA,No
2015,2015_01719,55,Unspecified,NA,No
2015,2015_01720,51,Unspecified,NA,No
2015,2015_01721,54,Unspecified,NA,No
2015,2015_01722,51,Unspecified,NA,No
2015,2015_01723,47,Unspecified,NA,No
2015,2015_01724,45,Unspecified,NA,No
2015,2015_01725,20,Unspecified,NA,No
2015,2015_01726,19,Unspecified,NA,Yes
2015,2015_01727,24,Unspecified,NA,Yes
2015,2015_01728,NA,Unspecified,NA,No
2015,2015_01729,20,Unspecified,NA,No
2015,2015_01730,22,Unspecified,NA,Yes
2015,2015_01731,21,Unspecified,NA,No
2015,2015_01732,14,Unspecified,NA,No
2015,2015_01733,35,Unspecified,NA,No
2015,2015_01734,38,Unspecified,NA,No
2015,2015_01735,27,Unspecified,NA,No
2015,2015_01736,NA,Unspecified,NA,No
2015,2015_01737,31,Unspecified,NA,No
2015,2015_01738,25,Unspecified,NA,No
2015,2015_01739,39,Unspecified,NA,No
2015,2015_01740,16,Unspecified,NA,No
2015,2015_01741,16,Unspecified,NA,Yes
2015,2015_01742,13,Unspecified,NA,Yes
2015,2015_01743,13,Unspecified,NA,Yes
2015,2015_01744,52,Unspecified,NA,No
2015,2015_01745,45,Unspecified,NA,No
2015,2015_01746,45,Unspecified,NA,No
2015,2015_01747,45,Unspecified,NA,No
2015,2015_01748,45,Unspecified,NA,No
2015,2015_01749,37,Unspecified,NA,No
2015,2015_01750,44,Unspecified,NA,No
2015,2015_01751,51,Unspecified,NA,No
2015,2015_01752,33,Unspecified,NA,No
2015,2015_01753,32,Unspecified,NA,No
2015,2015_01754,28,Unspecified,NA,No
2015,2015_01755,36,Unspecified,NA,No
2015,2015_01756,17,Unspecified,NA,Yes
2015,2015_01757,16,Unspecified,NA,Yes
2015,2015_01758,17,Unspecified,NA,Yes
2015,2015_01759,63,Unspecified,NA,No
2015,2015_01760,15,Unspecified,NA,No
2015,2015_01761,40,Unspecified,NA,No
2015,2015_01762,31,Unspecified,NA,No
2015,2015_01763,58,Unspecified,NA,No
2015,2015_01764,47,Unspecified,NA,No
2015,2015_01765,19,Unspecified,NA,No
2015,2015_01766,20,Unspecified,NA,No
2015,2015_01767,35,Unspecified,NA,No
2015,2015_01768,23,Unspecified,NA,No
2015,2015_01769,NA,Unspecified,NA,No
2015,2015_01770,38,Unspecified,NA,Yes
2015,2015_01771,45,Unspecified,NA,No
2015,2015_01772,45,Unspecified,NA,No
2015,2015_01773,45,Unspecified,NA,No
2015,2015_01774,39,Unspecified,NA,No
2015,2015_01775,35,Unspecified,NA,Yes
2015,2015_01776,27,Unspecified,NA,No
2015,2015_01777,29,Unspecified,NA,No
2015,2015_01778,29,Unspecified,NA,No
2015,2015_01779,25,Unspecified,NA,No
2015,2015_01780,32,Unspecified,NA,No
2015,2015_01781,37,Unspecified,NA,No
2015,2015_01782,45,Unspecified,NA,No
2015,2015_01783,NA,Unspecified,NA,No
2015,2015_01784,33,Unspecified,NA,No
2015,2015_01785,48,Unspecified,NA,No
2015,2015_01786,47,Unspecified,NA,No
2015,2015_01787,48,Unspecified,NA,No
2015,2015_01788,24,Unspecified,NA,No
2015,2015_01789,43,Unspecified,NA,No
2015,2015_01790,48,Unspecified,NA,No
2015,2015_01791,45,Unspecified,NA,No
2015,2015_01792,20,Unspecified,NA,No
2015,2015_01793,32,Unspecified,NA,No
2015,2015_01794,41,Unspecified,NA,No
2015,2015_01795,35,Unspecified,NA,No
2015,2015_01796,20,Unspecified,NA,No
2015,2015_01797,NA,Unspecified,NA,Yes
2015,2015_01798,48,Unspecified,NA,No
2015,2015_01799,27,Unspecified,NA,No
2015,2015_01800,48,Unspecified,NA,No
2015,2015_01801,48,Unspecified,NA,No
2015,2015_01802,13,Unspecified,NA,Yes
2015,2015_01803,13,Unspecified,NA,Yes
2015,2015_01804,40,Unspecified,NA,No
2015,2015_01805,24,Unspecified,NA,No
2015,2015_01806,26,Unspecified,NA,No
2015,2015_01807,24,Unspecified,NA,No
2015,2015_01808,57,Unspecified,NA,No
2015,2015_01809,32,Unspecified,NA,No
2015,2015_01810,21,Unspecified,NA,Yes
2015,2015_01811,NA,Unspecified,NA,No
2015,2015_01812,22,Unspecified,NA,No
2015,2015_01813,54,Unspecified,NA,No
2015,2015_01814,26,Unspecified,NA,No
2015,2015_01815,45,Unspecified,NA,No
2015,2015_01816,55,Unspecified,NA,No
2015,2015_01817,27,Unspecified,NA,No
2015,2015_01818,60,Unspecified,NA,No
2015,2015_01819,33,Unspecified,NA,No
2015,2015_01820,45,Unspecified,NA,No
2015,2015_01821,46,Unspecified,NA,No
2015,2015_01822,29,Unspecified,NA,No
2015,2015_01823,70,Unspecified,NA,No
2015,2015_01824,39,Unspecified,NA,No
2015,2015_01825,53,Unspecified,NA,No
2015,2015_01826,49,Unspecified,NA,No
2015,2015_01827,17,Unspecified,NA,Yes
2015,2015_01828,40,Unspecified,NA,Yes
2015,2015_01829,46,Unspecified,NA,No
2015,2015_01830,39,Unspecified,NA,Yes
2015,2015_01831,46,Unspecified,NA,No
2015,2015_01832,39,Unspecified,NA,No
2015,2015_01833,42,Unspecified,NA,No
2015,2015_01834,NA,Unspecified,NA,No
2015,2015_01835,70,Unspecified,NA,No
2015,2015_01836,49,Unspecified,NA,Yes
2015,2015_01837,26,Unspecified,NA,No
2015,2015_01838,42,Unspecified,NA,Yes
2015,2015_01839,50,Unspecified,NA,No
2015,2015_01840,42,Unspecified,NA,No
2015,2015_01841,37,Unspecified,NA,No
2015,2015_01842,38,Unspecified,NA,No
2015,2015_01843,24,Unspecified,NA,No
2015,2015_01844,47,Unspecified,NA,No
2015,2015_01845,NA,Unspecified,NA,Yes
2015,2015_01846,NA,Unspecified,NA,Yes
2015,2015_01847,52,Unspecified,NA,Yes
2015,2015_01848,45,Unspecified,NA,Yes
2015,2015_01849,16,Unspecified,NA,No
2015,2015_01850,35,Unspecified,NA,No
2015,2015_01851,45,Unspecified,NA,No
2015,2015_01852,45,Unspecified,NA,No
2015,2015_01853,46,Unspecified,NA,No
2015,2015_01854,51,Unspecified,NA,No
2015,2015_01855,47,Unspecified,NA,No
2015,2015_01856,47,Unspecified,NA,No
2015,2015_01857,32,Unspecified,NA,No
